AssetClass,Symbol,Description,ListingExchange,DateTime,Quantity,TradePrice,TradeMoney,Proceeds,Taxes,IBCommission,NetCash,ClosePrice,CostBasis,FifoPnlRealized,Buy/Sell
CASH,EUR.USD,EUR.USD,,2024-03-20;15:39:47,-100,1.092,-109.2,109.2,0,-2,0,0,0,0,SELL
STK,AMZN,AMAZON.COM INC,NASDAQ,2024-03-21;09:30:31,0.5,180.86,90.43,-90.43,0,-0.35035725,-90.78035725,178.15,90.78035725,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2024-05-01;09:30:07,0.6747,147.4083,99.45638001,-99.45638001,0,-0.35039219,-99.8067722,144.27,99.8067722,0,BUY
STK,AAPL,APPLE INC,NASDAQ,2024-05-01;09:30:09,0.5883,169.8839,99.94269837,-99.94269837,0,-0.35037491,-100.29307328,169.3,100.29307328,0,BUY
STK,AAPL,APPLE INC,NASDAQ,2024-05-01;09:30:13,0.0003,169.97,0.050991,-0.050991,0,-0.00000006,-0.05099106,169.3,0.05099106,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2024-05-01;09:30:13,0.0036,146.91,0.528876,-0.528876,0,-0.00000072,-0.52887672,144.27,0.52887672,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2024-05-01;09:30:15,0.0001,146.77,0.014677,-0.014677,0,-0.00000002,-0.01467702,144.27,0.01467702,0,BUY
STK,GOOGL,ALPHABET INC-CL A,NASDAQ,2024-05-13;09:30:07,0.6072,164.64,99.969408,-99.969408,0,-0.35037869,-100.31978669,169.14,100.31978669,0,BUY
STK,GOOGL,ALPHABET INC-CL A,NASDAQ,2024-05-13;09:30:12,0.0001,164.7,0.01647,-0.01647,0,-0.00000002,-0.01647002,169.14,0.01647002,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-13;09:43:55,-62.88,1.08015,-67.919832,67.919832,0,0,0,0,0,0,SELL
STK,INTC,INTEL CORP,NASDAQ,2024-05-14;09:30:00,3,30.62,91.86,-91.86,0,-0.35535725,-92.21535725,31.05,92.21535725,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-14;09:31:01,-84.97,1.0813,-91.878061,91.878061,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-14;09:31:01,-0.31,1.08125,-0.3351875,0.3351875,0,0,0,0,0,0,SELL
STK,BRK B,BERKSHIRE HATHAWAY INC-CL B,NYSE,2024-05-14;09:46:19,0.2439,409.853,99.9631467,-99.9631467,0,-0.35030603,-100.31345273,410.24,100.31345273,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-14;09:46:23,-92,1.07985,-99.3462,99.3462,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-14;09:46:23,-0.33,1.0798,-0.356334,0.356334,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-14;09:46:28,-0.43,1.0798,-0.464314,0.464314,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-14;09:46:29,-0.12,1.08135,-0.129762,0.129762,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-14;17:00:00,-0.00353532,1.08157543,-0.00382372,0.00382372,0,0,0,0,0,0,SELL
STK,META,META PLATFORMS INC-CLASS A,NASDAQ,2024-05-22;14:37:53,0.2142,466.8,99.98856,-99.98856,0,-0.35030009,-100.33886009,467.78,100.33886009,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-22;14:37:53,-0.21,1.0819,-0.227199,0.227199,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-22;14:37:54,-92.43,1.082,-100.00926,100.00926,0,0,0,0,0,0,SELL
STK,AAPL,APPLE INC,NASDAQ,2024-05-23;09:30:00,0.0006,190.98,0.114588,-0.114588,0,-0.000114792,-0.114702792,186.88,0.114702792,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-23;09:31:00,-0.08,1.08575,-0.08686,0.08686,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-23;17:00:00,-0.00022557,1.08117555,-0.000243882,0.000243882,0,0,0,0,0,0,SELL
STK,BRK B,BERKSHIRE HATHAWAY INC-CL B,NYSE,2024-05-24;10:57:27,0.4911,407.15,199.951365,-199.951365,0,-0.35035547,-200.30172047,407.41,200.30172047,0,BUY
STK,BRK B,BERKSHIRE HATHAWAY INC-CL B,NYSE,2024-05-24;10:57:28,0.0001,407.2,0.04072,-0.04072,0,-0.00000002,-0.04072002,407.41,0.04072002,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-24;10:57:28,-0.3,1.08435,-0.325305,0.325305,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-24;10:57:29,-0.02,1.08455,-0.021691,0.021691,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-24;10:57:29,-184.45,1.08455,-200.0452475,200.0452475,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-24;17:00:00,-0.00309809,1.08437459,-0.00335949,0.00335949,0,0,0,0,0,0,SELL
STK,BRK B,BERKSHIRE HATHAWAY INC-CL B,NYSE,2024-05-28;15:55:26,0.3468,403.62,139.975416,-139.975416,0,-0.35032661,-140.32574261,403.9,140.32574261,0,BUY
CASH,EUR.USD,EUR.USD,,2024-05-28;15:55:26,-0.33,1.0859,-0.358347,0.358347,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-28;15:55:27,-128.87,1.08595,-139.9463765,139.9463765,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-05-28;17:00:00,-2.26314102,1.08533236,-2.456260179,2.456260179,0,0,0,0,0,0,SELL
STK,GOOGL,ALPHABET INC-CL A,NASDAQ,2024-06-18;09:33:09,0.0005,176.44,0.08822,-0.08822,0,-0.000088385,-0.088308385,175.09,0.088308385,0,BUY
STK,HUMA,HUMACYTE INC,NASDAQ,2024-06-27;09:30:00,15,4.95,74.25,-74.25,0,-0.37575725,-74.62575725,4.7,74.62575725,0,BUY
STK,COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,2024-06-27;09:30:01,1,217.6,217.6,-217.6,0,-0.35195725,-217.95195725,224,217.95195725,0,BUY
CASH,EUR.USD,EUR.USD,,2024-06-27;09:30:13,-0.6,1.0703,-0.64218,0.64218,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-06-27;09:30:13,-270,1.0703,-288.981,288.981,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-06-27;09:30:14,-0.34,1.0718,-0.364412,0.364412,0,0,0,0,0,0,SELL
STK,META,META PLATFORMS INC-CLASS A,NASDAQ,2024-06-27;09:33:27,0.0001,517.65,0.051765,-0.051765,0,-0.000051823,-0.051816823,519.56,0.051816823,0,BUY
CASH,EUR.USD,EUR.USD,,2024-06-27;09:33:34,-0.05,1.0706,-0.05353,0.05353,0,0,0,0,0,0,SELL
STK,AAPL,APPLE INC,NASDAQ,2024-08-16;09:33:28,0.0005,223.7,0.11185,-0.11185,0,-0.000112032,-0.111962032,226.05,0.111962032,0,BUY
STK,INTC,INTEL CORP,NASDAQ,2024-09-04;09:33:17,0.016,19.96,0.31936,-0.31936,0,-0.000322795,-0.319682795,19.43,0.319682795,0,BUY
STK,COIN,COINBASE GLOBAL INC -CLASS A,NASDAQ,2024-09-05;09:30:01,2,161.62,323.24,-323.24,0,-0.35372725,-323.59372725,159.7,323.59372725,0,BUY
CASH,EUR.USD,EUR.USD,,2024-09-05;09:30:02,-0.3,1.10905,-0.332715,0.332715,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-09-05;09:30:05,-291.13,1.11045,-323.2853085,323.2853085,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-09-05;17:00:00,-0.0008746,1.11046252,-0.000971216,0.000971216,0,0,0,0,0,0,SELL
STK,GOOGL,ALPHABET INC-CL A,NASDAQ,2024-09-17;09:34:20,0.0006,159.1,0.09546,-0.09546,0,-0.000095681,-0.095555681,159.32,0.095555681,0,BUY
STK,META,META PLATFORMS INC-CLASS A,NASDAQ,2024-09-27;09:30:00,0.0001,570,0.057,-0.057,0,-0.000057067,-0.057057067,567.36,0.057057067,0,BUY
STK,AAPL,APPLE INC,NASDAQ,2024-11-15;09:31:09,0.0005,226.46,0.11323,-0.11323,0,-0.000113449,-0.113343449,225,0.113343449,0,BUY
STK,GOOGL,ALPHABET INC-CL A,NASDAQ,2024-12-17;09:30:00,0.0005,196.99,0.098495,-0.098495,0,-0.000098703,-0.098593703,195.42,0.098593703,0,BUY
STK,AVUV,AVANTIS US SMALL CAP VALUE,ARCA,2024-12-23;09:30:00,2,96.11,192.22,-192.22,0,-0.35375325,-192.57375325,96.09,192.57375325,0,BUY
CASH,EUR.USD,EUR.USD,,2024-12-23;09:30:00,-0.25,1.0397,-0.259925,0.259925,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-12-23;09:30:01,-184.84,1.03885,-192.021034,192.021034,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-12-23;09:30:07,-0.19,1.03975,-0.1975525,0.1975525,0,0,0,0,0,0,SELL
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2024-12-23;21:58:32,1,125.53,125.53,-125.53,0,-0.35252925,-125.88252925,126.29,125.88252925,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2024-12-23;21:58:32,1,125.55,125.55,-125.55,0,-0.002272,-125.552272,126.29,125.552272,0,BUY
CASH,EUR.USD,EUR.USD,,2024-12-23;21:58:32,-0.34,1.03945,-0.353413,0.353413,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-12-23;21:58:33,-0.03,1.03955,-0.0311865,0.0311865,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-12-23;21:58:33,-241.49,1.03955,-251.0409295,251.0409295,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2024-12-24;17:00:00,-0.00361121,1.03992854,-0.0037554,0.0037554,0,0,0,0,0,0,SELL
STK,META,META PLATFORMS INC-CLASS A,NASDAQ,2024-12-30;09:32:21,0.0001,590.61,0.059061,-0.059061,0,-0.000059132,-0.059120132,591.24,0.059120132,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2025-01-14;14:15:30,1,116.1986,116.1986,-116.1986,0,-0.35050325,-116.54910325,116.09,116.54910325,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2025-01-14;14:15:30,1,116.199,116.199,-116.199,0,-0.000246,-116.199246,116.09,116.199246,0,BUY
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2025-01-14;14:15:30,0.4,116.2,46.48,-46.48,0,-0.0000984,-46.4800984,116.09,46.4800984,0,BUY
CASH,EUR.USD,EUR.USD,,2025-01-14;14:15:30,-0.32,1.0293,-0.329376,0.329376,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-01-14;14:15:31,-0.05,1.02934,-0.051467,0.051467,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-01-14;14:15:31,-270.87,1.02934,-278.8173258,278.8173258,0,0,0,0,0,0,SELL
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2025-01-27;13:58:08,2,113.825,227.65,-227.65,0,-0.35074925,-228.00074925,115.01,228.00074925,0,BUY
CASH,EUR.USD,EUR.USD,,2025-01-27;13:58:09,-217.17,1.04809,-227.6137053,227.6137053,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-01-27;13:58:09,-0.34,1.04805,-0.356337,0.356337,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-01-27;13:58:10,-0.03,1.04804,-0.0314412,0.0314412,0,0,0,0,0,0,SELL
STK,BRK B,BERKSHIRE HATHAWAY INC-CL B,NYSE,2025-02-05;09:32:14,-1,470.11,-470.11,470.11,0,-0.364727308,469.745272692,473.73,-407.842425,61.902848,SELL
STK,BRK B,BERKSHIRE HATHAWAY INC-CL B,NYSE,2025-02-05;09:32:14,-0.0819,469,-38.4111,38.4111,0,-0.001101571,38.409998429,473.73,-33.139211,5.270787,SELL
CASH,EUR.USD,EUR.USD,,2025-02-05;09:32:20,-0.35,1.0402,-0.36407,0.36407,0,0,0,0,0,0,SELL
STK,AMD,ADVANCED MICRO DEVICES,NASDAQ,2025-02-05;09:37:29,2,107.38,214.76,-214.76,0,-0.35074925,-215.11074925,112.01,215.11074925,0,BUY
CASH,EUR.USD,EUR.USD,,2025-02-05;09:37:29,-0.34,1.0414,-0.354076,0.354076,0,0,0,0,0,0,SELL
STK,NVDA,NVIDIA CORP,NASDAQ,2025-02-05;13:21:49,2,123.62,247.24,-247.24,0,-0.35074925,-247.59074925,124.83,247.59074925,0,BUY
CASH,EUR.USD,EUR.USD,,2025-02-05;13:21:49,-0.33,1.04155,-0.3437115,0.3437115,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-05;17:00:00,-0.00397593,1.03990966,-0.004134611,0.004134611,0,0,0,0,0,0,SELL
STK,RKLB,ROCKET LAB USA INC,NASDAQ,2025-02-10;20:01:10,5,30.66,153.3,-153.3,0,-0.35648725,-153.65648725,28.22,153.65648725,0,BUY
CASH,EUR.USD,EUR.USD,,2025-02-10;20:01:11,-104,1.03004,-107.12416,107.12416,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-10;20:01:11,-0.01,1.03004,-0.0103004,0.0103004,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-11;17:00:00,-0.00089478,1.03584117,-0.00092685,0.00092685,0,0,0,0,0,0,SELL
STK,AAPL,APPLE INC,NASDAQ,2025-02-14;09:32:12,0.0005,242.14,0.12107,-0.12107,0,-0.000121282,-0.121191282,244.6,0.121191282,0,BUY
STK,RKLB,ROCKET LAB USA INC,NASDAQ,2025-02-21;09:54:42,5,25.315,126.575,-126.575,0,-0.35148725,-126.92648725,23.55,126.92648725,0,BUY
CASH,EUR.USD,EUR.USD,,2025-02-21;09:54:43,-0.34,1.04759,-0.3561806,0.3561806,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-21;09:54:43,-120.76,1.04773,-126.5238748,126.5238748,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-21;09:54:44,-0.04,1.04773,-0.0419092,0.0419092,0,0,0,0,0,0,SELL
STK,VUAA,VANG S&P500 USDA,LSEETF,2025-02-21;09:56:42,2,116.18,232.36,-232.36,0,-1.7004,-234.0604,115.96,234.0604,0,BUY
CASH,EUR.USD,EUR.USD,,2025-02-21;09:56:42,-1.62,1.04759,-1.6970958,1.6970958,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-21;09:56:43,-0.01,1.04778,-0.0104778,0.0104778,0,0,0,0,0,0,SELL
CASH,EUR.USD,EUR.USD,,2025-02-21;09:56:43,-221.76,1.04778,-232.3556928,232.3556928,0,0,0,0,0,0,SELL
STK,INTC,INTEL CORP,NASDAQ,2025-02-27;11:08:31,3,23.845,71.535,-71.535,0,-0.35099525,-71.88599525,23.09,71.88599525,0,BUY
CASH,EUR.USD,EUR.USD,,2025-02-27;11:08:31,-0.34,1.0401,-0.353634,0.353634,0,0,0,0,0,0,SELL
